PlayerKey,Season,PlayerName,SalaryTeam,StatsTeam,AvgShotDistance,FGA_2P_Frequency,FGA_0_3_Frequency,FGA_3_10_Frequency,FGA_10_16_Frequency,FGA_16_3P_Frequency,FGA_3P_Frequency,FG_2P_Pct,FG_0_3_Pct,FG_3_10_Pct,FG_10_16_Pct,FG_16_3P_Pct,FG_3P_Pct,Assisted2P_Pct,Assisted3P_Pct,Dunk_FGA_Pct,DunksMade,Corner3_Frequency,Corner3Pct,HalfCourtAttempts,HalfCourtMakes
P0131,2025-26,Devin Booker,PHO,PHO,15.3,0.691,0.138,0.169,0.235,0.149,0.309,0.512,0.673,0.468,0.48,0.464,0.33,0.337,0.631,0.014,14.0,0.081,0.3,1.0,0.0
P0132,2025-26,Devin Carter,SAC,SAC,13.6,0.61,0.205,0.329,0.062,0.014,0.39,0.511,0.7,0.479,0.167,0.0,0.263,0.33,0.667,0.065,17.0,0.096,0.364,0.0,0.0
P0133,2025-26,Devin Vassell,SAS,SAS,19.1,0.428,0.089,0.061,0.18,0.098,0.572,0.508,0.657,0.348,0.5,0.486,0.384,0.671,0.964,0.029,20.0,0.299,0.411,0.0,0.0
P0135,2025-26,Dillon Brooks,PHO,PHO,16.4,0.615,0.093,0.182,0.234,0.106,0.385,0.492,0.663,0.503,0.46,0.392,0.344,0.283,0.78,0.005,4.0,0.146,0.315,0.0,0.0
P0136,2025-26,Dillon Jones,WAS,NYK,18.3,0.444,0.222,0.0,0.222,0.0,0.556,0.25,0.5,,0.0,,0.2,0.0,1.0,0.0,0.0,0.2,1.0,0.0,0.0
P0137,2025-26,Domantas Sabonis,SAC,SAC,6.6,0.878,0.421,0.376,0.077,0.005,0.122,0.593,0.699,0.458,0.706,0.0,0.185,0.678,1.0,0.104,23.0,0.222,0.167,0.0,0.0
P0138,2025-26,Dominick Barlow,PHI,PHI,7.7,0.794,0.489,0.248,0.04,0.018,0.206,0.612,0.744,0.465,0.125,0.143,0.256,0.665,1.0,0.18,67.0,0.744,0.23,0.0,0.0
P0139,2025-26,Donovan Clingan,POR,POR,10.9,0.64,0.471,0.155,0.006,0.009,0.36,0.621,0.661,0.509,0.25,0.667,0.341,0.577,0.929,0.205,119.0,0.069,0.176,0.0,0.0
P0140,2025-26,Donovan Mitchell,CLE,CLE,15.7,0.561,0.189,0.192,0.113,0.067,0.439,0.577,0.664,0.565,0.541,0.426,0.364,0.275,0.607,0.014,16.0,0.12,0.392,0.0,0.0
P0141,2025-26,Donte DiVincenzo,MIN,MIN,20.9,0.229,0.103,0.089,0.028,0.01,0.771,0.497,0.581,0.419,0.435,0.5,0.379,0.621,0.906,0.019,12.0,0.228,0.374,0.0,0.0
P0142,2025-26,Dorian Finney-Smith,HOU,HOU,19.6,0.242,0.182,0.053,0.008,0.0,0.758,0.531,0.583,0.429,0.0,,0.27,0.588,0.926,0.015,1.0,0.39,0.179,0.0,0.0
P0143,2025-26,Doug McDermott,SAC,SAC,23.9,0.115,0.029,0.043,0.043,0.0,0.885,0.375,0.5,0.5,0.167,,0.39,0.667,1.0,0.014,1.0,0.154,0.789,0.0,0.0
P0144,2025-26,Drake Powell,BRK,BRK,16.3,0.492,0.17,0.148,0.131,0.042,0.508,0.528,0.721,0.453,0.383,0.467,0.28,0.452,0.882,0.034,12.0,0.264,0.333,0.0,0.0
P0145,2025-26,Draymond Green,GSW,GSW,17.5,0.369,0.208,0.112,0.039,0.01,0.631,0.575,0.725,0.4,0.368,0.2,0.326,0.837,0.99,0.014,6.0,0.339,0.39,0.0,0.0
P0146,2025-26,Drew Eubanks,SAC,SAC,6.4,0.955,0.314,0.494,0.135,0.013,0.045,0.617,0.837,0.519,0.524,0.0,0.143,0.826,1.0,0.269,35.0,0.714,0.2,0.0,0.0
P0147,2025-26,Drew Timme,BRK,LAL,14.0,0.621,0.182,0.197,0.227,0.015,0.379,0.659,0.833,0.538,0.667,0.0,0.44,0.667,1.0,0.0,0.0,0.36,0.556,0.0,0.0
P0148,2025-26,Dru Smith,MIA,MIA,12.8,0.603,0.258,0.292,0.046,0.006,0.397,0.495,0.595,0.411,0.467,0.5,0.295,0.464,0.921,0.0,0.0,0.372,0.313,0.0,0.0
P0149,2025-26,Duncan Robinson,DET,DET,20.8,0.232,0.083,0.119,0.021,0.009,0.768,0.605,0.741,0.53,0.6,0.333,0.41,0.745,0.977,0.006,4.0,0.265,0.387,0.0,0.0
P0150,2025-26,Duop Reath,ATL,POR,19.3,0.257,0.176,0.081,0.0,0.0,0.743,0.526,0.615,0.333,,,0.418,0.7,0.957,0.027,1.0,0.4,0.455,0.0,0.0
P0151,2025-26,Dwight Powell,DAL,DAL,3.8,0.931,0.683,0.238,0.0,0.01,0.069,0.67,0.739,0.458,,1.0,0.286,0.81,1.0,0.139,12.0,0.714,0.4,0.0,0.0
P0152,2025-26,Dylan Harper,SAS,SAS,10.7,0.729,0.405,0.181,0.091,0.05,0.271,0.565,0.658,0.445,0.417,0.515,0.343,0.344,0.902,0.041,26.0,0.23,0.415,1.0,0.0
P0153,2025-26,Dyson Daniels,ATL,ATL,7.3,0.849,0.409,0.382,0.057,0.001,0.151,0.576,0.711,0.434,0.568,0.0,0.188,0.574,1.0,0.077,55.0,0.333,0.179,0.0,0.0
P0154,2025-26,E.J. Liddell,PHO,BRK,14.7,0.532,0.189,0.27,0.054,0.018,0.468,0.61,0.762,0.5,0.667,0.5,0.346,0.5,1.0,0.072,6.0,0.385,0.4,0.0,0.0
P0155,2025-26,Egor Dёmin,BRK,BRK,20.6,0.283,0.109,0.096,0.036,0.042,0.717,0.433,0.551,0.419,0.438,0.158,0.385,0.509,0.823,0.013,4.0,0.152,0.449,0.0,0.0
P0156,2025-26,Eric Gordon,MEM,PHI,18.9,0.333,0.238,0.095,0.0,0.0,0.667,0.571,0.8,0.0,,,0.571,0.75,1.0,0.0,0.0,0.143,1.0,0.0,0.0
P0157,2025-26,Evan Mobley,CLE,CLE,9.6,0.757,0.406,0.254,0.073,0.023,0.243,0.626,0.791,0.445,0.444,0.3,0.297,0.654,0.887,0.253,207.0,0.139,0.207,1.0,0.0
P0158,2025-26,Franz Wagner,ORL,ORL,11.3,0.726,0.258,0.345,0.075,0.047,0.274,0.533,0.687,0.457,0.421,0.417,0.345,0.515,0.771,0.03,13.0,0.173,0.417,0.0,0.0
P0160,2025-26,GG Jackson II,MEM,MEM,12.2,0.625,0.329,0.232,0.053,0.012,0.375,0.595,0.734,0.471,0.333,0.333,0.332,0.576,0.859,0.113,51.0,0.295,0.439,1.0,1.0
P0162,2025-26,Gabe Vincent,ATL,2TM,22.0,0.199,0.051,0.065,0.06,0.023,0.801,0.395,0.727,0.286,0.231,0.4,0.341,0.353,0.847,0.0,0.0,0.26,0.4,0.0,0.0
P0163,2025-26,Garrett Temple,TOR,TOR,22.0,0.2,0.0,0.133,0.067,0.0,0.8,0.333,,0.0,1.0,,0.25,0.0,1.0,0.0,0.0,0.333,0.5,0.0,0.0
P0164,2025-26,Garrison Mathews,IND,IND,23.3,0.115,0.058,0.038,0.019,0.0,0.885,0.667,0.333,1.0,1.0,,0.37,1.0,1.0,0.0,0.0,0.37,0.471,0.0,0.0
P0165,2025-26,Garrison Mathews,IND,IND,23.3,0.115,0.058,0.038,0.019,0.0,0.885,0.667,0.333,1.0,1.0,,0.37,1.0,1.0,0.0,0.0,0.37,0.471,0.0,0.0
P0166,2025-26,Garrison Mathews,IND,IND,23.3,0.115,0.058,0.038,0.019,0.0,0.885,0.667,0.333,1.0,1.0,,0.37,1.0,1.0,0.0,0.0,0.37,0.471,0.0,0.0
P0167,2025-26,Gary Harris,MIL,MIL,18.4,0.346,0.106,0.144,0.067,0.029,0.654,0.5,0.818,0.333,0.571,0.0,0.412,0.611,1.0,0.01,1.0,0.544,0.486,0.0,0.0
P0168,2025-26,Gary Payton II,GSW,GSW,9.6,0.694,0.448,0.236,0.01,0.0,0.306,0.712,0.812,0.541,0.25,,0.291,0.805,0.946,0.111,44.0,0.48,0.328,0.0,0.0
P0169,2025-26,Gary Trent Jr.,MIL,MIL,21.5,0.277,0.038,0.085,0.07,0.085,0.723,0.458,0.611,0.375,0.515,0.425,0.36,0.55,0.886,0.0,0.0,0.284,0.402,0.0,0.0
P0171,2025-26,Giannis Antetokounmpo,MIL,MIL,6.1,0.925,0.61,0.161,0.064,0.09,0.075,0.647,0.8,0.427,0.289,0.259,0.333,0.475,0.867,0.247,142.0,0.022,1.0,0.0,0.0
P0172,2025-26,Goga Bitadze,ORL,ORL,3.3,0.951,0.729,0.191,0.027,0.004,0.049,0.701,0.756,0.558,0.333,0.0,0.182,0.687,1.0,0.307,64.0,0.364,0.25,0.0,0.0
P0173,2025-26,Gradey Dick,TOR,TOR,15.5,0.516,0.24,0.13,0.081,0.065,0.484,0.53,0.717,0.36,0.355,0.4,0.301,0.829,1.0,0.065,23.0,0.366,0.382,0.0,0.0
P0174,2025-26,Grant Nelson,BRK,BRK,4.1,1.0,0.556,0.333,0.111,0.0,0.0,0.556,0.8,0.333,0.0,,,1.0,,0.333,3.0,,,0.0,0.0
P0175,2025-26,Grant Williams,CHO,CHO,20.4,0.268,0.06,0.115,0.071,0.022,0.732,0.531,0.818,0.381,0.462,0.75,0.388,0.731,0.942,0.011,2.0,0.351,0.426,0.0,0.0
P0176,2025-26,Grayson Allen,PHO,PHO,20.2,0.318,0.097,0.177,0.034,0.009,0.682,0.519,0.769,0.39,0.435,0.667,0.349,0.445,0.78,0.012,8.0,0.11,0.42,0.0,0.0
P0177,2025-26,Guerschon Yabusele,CHI,2TM,17.3,0.372,0.189,0.138,0.032,0.013,0.628,0.483,0.678,0.279,0.2,0.5,0.352,0.679,0.986,0.032,7.0,0.332,0.369,0.0,0.0
P0178,2025-26,Gui Santos,GSW,GSW,14.1,0.517,0.274,0.235,0.007,0.002,0.483,0.639,0.778,0.481,0.333,1.0,0.351,0.651,1.0,0.015,7.0,0.243,0.444,0.0,0.0
P0179,2025-26,Harrison Barnes,SAS,SAS,17.2,0.377,0.158,0.157,0.054,0.009,0.623,0.567,0.769,0.467,0.323,0.2,0.388,0.634,0.978,0.021,12.0,0.522,0.396,0.0,0.0
P0180,2025-26,Haywood Highsmith,BRK,PHO,17.7,0.391,0.13,0.217,0.043,0.0,0.609,0.444,0.667,0.2,1.0,,0.571,0.75,0.875,0.0,0.0,0.143,0.5,0.0,0.0
P0181,2025-26,Haywood Highsmith,PHO,PHO,17.7,0.391,0.13,0.217,0.043,0.0,0.609,0.444,0.667,0.2,1.0,,0.571,0.75,0.875,0.0,0.0,0.143,0.5,0.0,0.0
P0182,2025-26,Herbert Jones,NOP,NOP,16.0,0.458,0.224,0.157,0.044,0.033,0.542,0.47,0.617,0.333,0.286,0.375,0.309,0.544,0.938,0.044,20.0,0.301,0.333,0.0,0.0
P0183,2025-26,Hugo González,BOS,BOS,13.8,0.528,0.26,0.228,0.028,0.012,0.472,0.577,0.75,0.429,0.286,0.333,0.362,0.667,1.0,0.057,12.0,0.466,0.407,0.0,0.0
P0184,2025-26,Hunter Tyson,BRK,DEN,18.1,0.365,0.135,0.173,0.019,0.038,0.635,0.368,0.714,0.111,0.0,0.5,0.212,0.714,0.857,0.038,2.0,0.212,0.0,0.0,0.0
P0185,2025-26,Immanuel Quickley,TOR,TOR,17.7,0.474,0.105,0.178,0.15,0.041,0.526,0.52,0.705,0.478,0.456,0.459,0.374,0.426,0.865,0.004,4.0,0.143,0.382,0.0,0.0
P0186,2025-26,Isaac Jones,DET,2TM,10.6,0.714,0.571,0.143,0.0,0.0,0.286,0.6,0.75,0.0,,,0.0,0.333,,0.143,1.0,0.5,0.0,0.0,0.0
P0187,2025-26,Isaac Okoro,CHI,CHI,12.9,0.519,0.401,0.115,0.002,0.0,0.481,0.58,0.652,0.34,0.0,,0.33,0.696,0.918,0.028,13.0,0.557,0.341,0.0,0.0
P0188,2025-26,Isaiah Collier,UTA,UTA,10.0,0.806,0.21,0.445,0.111,0.041,0.194,0.549,0.796,0.489,0.421,0.286,0.27,0.32,0.667,0.023,12.0,0.21,0.238,0.0,0.0
P0189,2025-26,Isaiah Hartenstein,OKC,OKC,4.8,0.976,0.524,0.314,0.139,0.0,0.024,0.637,0.768,0.484,0.488,,0.0,0.777,,0.304,78.0,0.286,0.0,0.0,0.0
P0190,2025-26,Isaiah Jackson,LAC,2TM,3.2,0.987,0.629,0.321,0.025,0.013,0.013,0.645,0.738,0.526,0.167,0.0,0.0,0.616,,0.186,39.0,0.667,0.0,0.0,0.0
P0191,2025-26,Isaiah Joe,OKC,OKC,22.0,0.212,0.087,0.039,0.048,0.039,0.788,0.574,0.617,0.571,0.538,0.524,0.423,0.788,0.95,0.024,12.0,0.222,0.537,0.0,0.0
P0192,2025-26,Isaiah Stewart,DET,DET,9.7,0.701,0.358,0.333,0.007,0.002,0.299,0.642,0.764,0.515,0.667,0.0,0.333,0.724,1.0,0.132,49.0,0.4,0.417,0.0,0.0
P0193,2025-26,Ivica Zubac,IND,2TM,4.6,1.0,0.461,0.459,0.081,0.0,0.0,0.598,0.694,0.516,0.513,,,0.667,,0.195,82.0,,,0.0,0.0
P0194,2025-26,JD Davison,BOS,HOU,16.6,0.5,0.078,0.25,0.156,0.016,0.5,0.5,0.8,0.438,0.4,1.0,0.25,0.375,1.0,0.0,0.0,0.219,0.0,0.0,0.0
P0195,2025-26,Ja Morant,MEM,MEM,12.5,0.736,0.227,0.258,0.177,0.075,0.264,0.473,0.658,0.41,0.404,0.292,0.235,0.241,0.7,0.031,9.0,0.141,0.5,0.0,0.0
P0196,2025-26,Ja'Kobe Walter,TOR,TOR,17.9,0.334,0.205,0.092,0.035,0.002,0.666,0.519,0.59,0.459,0.286,0.0,0.409,0.729,0.991,0.057,20.0,0.442,0.487,0.0,0.0
P0198,2025-26,Jabari Smith Jr.,HOU,HOU,16.8,0.499,0.137,0.147,0.155,0.061,0.501,0.537,0.744,0.524,0.424,0.39,0.363,0.67,0.966,0.069,65.0,0.357,0.374,0.0,0.0
P0199,2025-26,Jabari Walker,PHI,PHI,12.5,0.554,0.39,0.131,0.019,0.014,0.446,0.551,0.663,0.321,0.0,0.333,0.337,0.508,1.0,0.066,10.0,0.516,0.408,0.0,0.0
P0200,2025-26,Jaden Hardy,WAS,2TM,18.4,0.389,0.107,0.145,0.1,0.037,0.611,0.467,0.587,0.419,0.488,0.25,0.397,0.385,0.827,0.019,5.0,0.309,0.457,0.0,0.0
P0201,2025-26,Jaden Ivey,CHI,2TM,17.6,0.477,0.145,0.191,0.09,0.051,0.523,0.525,0.541,0.51,0.478,0.615,0.373,0.578,0.88,0.02,5.0,0.164,0.409,0.0,0.0
P0202,2025-26,Jaden McDaniels,MIN,MIN,12.4,0.691,0.224,0.278,0.138,0.051,0.309,0.562,0.74,0.467,0.509,0.439,0.412,0.653,0.922,0.093,65.0,0.372,0.462,0.0,0.0
P0204,2025-26,Jae'Sean Tate,HOU,HOU,10.4,0.706,0.312,0.303,0.083,0.009,0.294,0.597,0.765,0.515,0.222,1.0,0.313,0.5,0.9,0.018,2.0,0.625,0.35,0.0,0.0
P0205,2025-26,Jaime Jaquez Jr.,MIA,MIA,9.6,0.8,0.271,0.407,0.095,0.027,0.2,0.555,0.718,0.47,0.483,0.44,0.317,0.443,0.948,0.027,22.0,0.344,0.429,0.0,0.0
P0206,2025-26,Jake LaRavia,LAL,LAL,13.9,0.535,0.247,0.235,0.046,0.008,0.465,0.579,0.721,0.488,0.333,0.25,0.321,0.716,0.987,0.075,37.0,0.486,0.297,1.0,0.0
P0207,2025-26,Jakob Poeltl,TOR,TOR,3.7,1.0,0.59,0.297,0.113,0.0,0.0,0.7,0.809,0.576,0.457,,,0.788,,0.061,18.0,,,0.0,0.0
P0208,2025-26,Jalen Brunson,NYK,NYK,15.2,0.642,0.116,0.222,0.207,0.097,0.358,0.522,0.673,0.476,0.489,0.517,0.369,0.213,0.559,0.0,0.0,0.167,0.409,0.0,0.0
P0209,2025-26,Jalen Duren,DET,DET,3.7,1.0,0.522,0.426,0.031,0.021,0.0,0.65,0.749,0.57,0.16,0.529,,0.648,,0.25,189.0,,,0.0,0.0
P0210,2025-26,Jalen Green,PHO,PHO,15.8,0.557,0.223,0.131,0.078,0.125,0.443,0.509,0.632,0.358,0.475,0.469,0.313,0.331,0.606,0.043,13.0,0.198,0.467,0.0,0.0
P0211,2025-26,Jalen Johnson,ATL,ATL,12.0,0.722,0.252,0.273,0.144,0.053,0.278,0.541,0.735,0.433,0.441,0.446,0.352,0.481,0.825,0.073,87.0,0.065,0.227,0.0,0.0
P0212,2025-26,Jalen Pickett,DEN,DEN,18.2,0.453,0.103,0.155,0.103,0.091,0.547,0.467,0.667,0.417,0.417,0.381,0.386,0.49,0.776,0.004,1.0,0.22,0.357,0.0,0.0
P0213,2025-26,Jalen Smith,CHI,CHI,15.3,0.455,0.329,0.097,0.005,0.025,0.545,0.614,0.722,0.333,0.5,0.3,0.373,0.77,1.0,0.079,28.0,0.25,0.382,0.0,0.0
P0214,2025-26,Jalen Suggs,ORL,ORL,17.7,0.445,0.156,0.128,0.109,0.052,0.555,0.554,0.683,0.53,0.465,0.412,0.339,0.375,0.811,0.025,13.0,0.189,0.309,0.0,0.0
P0215,2025-26,Jalen Williams,OKC,OKC,10.2,0.827,0.294,0.26,0.213,0.061,0.173,0.523,0.702,0.448,0.421,0.333,0.299,0.358,0.739,0.067,27.0,0.169,0.308,0.0,0.0
P0216,2025-26,Jalen Wilson,BRK,BRK,16.3,0.453,0.162,0.237,0.05,0.004,0.547,0.444,0.578,0.348,0.5,0.0,0.355,0.518,0.981,0.0,0.0,0.263,0.4,0.0,0.0
P0217,2025-26,Jamal Murray,DEN,DEN,16.3,0.586,0.127,0.195,0.14,0.124,0.414,0.517,0.688,0.46,0.524,0.423,0.435,0.342,0.563,0.009,12.0,0.107,0.517,3.0,3.0
P0218,2025-26,Jamal Shead,TOR,TOR,16.6,0.48,0.163,0.198,0.097,0.022,0.52,0.417,0.573,0.35,0.327,0.273,0.321,0.297,0.881,0.006,3.0,0.195,0.275,0.0,0.0
P0219,2025-26,James Harden,CLE,2TM,16.8,0.49,0.139,0.224,0.093,0.033,0.51,0.495,0.66,0.429,0.467,0.324,0.375,0.114,0.414,0.001,1.0,0.052,0.333,0.0,0.0
P0220,2025-26,James Wiseman,IND,IND,4.6,1.0,0.5,0.4,0.0,0.1,0.0,0.6,0.8,0.5,,0.0,,0.667,,0.4,4.0,,,0.0,0.0
P0221,2025-26,James Wiseman,IND,IND,4.6,1.0,0.5,0.4,0.0,0.1,0.0,0.6,0.8,0.5,,0.0,,0.667,,0.4,4.0,,,0.0,0.0
P0222,2025-26,Jamison Battle,TOR,TOR,17.3,0.414,0.228,0.103,0.048,0.034,0.586,0.65,0.636,0.8,0.571,0.4,0.412,0.846,1.0,0.048,6.0,0.318,0.444,1.0,0.0
P0223,2025-26,Jarace Walker,IND,IND,16.1,0.514,0.166,0.207,0.086,0.055,0.486,0.462,0.615,0.368,0.429,0.4,0.374,0.644,0.932,0.046,32.0,0.149,0.415,0.0,0.0
P0224,2025-26,Jared McCain,OKC,2TM,17.3,0.465,0.16,0.144,0.108,0.052,0.535,0.471,0.571,0.377,0.5,0.36,0.385,0.39,0.848,0.002,1.0,0.226,0.362,0.0,0.0
P0225,2025-26,Jaren Jackson Jr.,UTA,2TM,12.6,0.673,0.147,0.376,0.146,0.004,0.327,0.533,0.585,0.556,0.438,0.0,0.357,0.581,0.976,0.021,11.0,0.226,0.377,0.0,0.0
P0226,2025-26,Jarred Vanderbilt,LAL,LAL,11.2,0.588,0.425,0.154,0.0,0.008,0.413,0.596,0.706,0.297,,0.5,0.293,0.69,0.966,0.192,41.0,0.909,0.3,0.0,0.0
P0227,2025-26,Jarrett Allen,CLE,CLE,5.0,0.981,0.455,0.419,0.087,0.021,0.019,0.649,0.813,0.52,0.5,0.273,0.1,0.818,1.0,0.256,123.0,0.6,0.0,0.0,0.0
P0228,2025-26,Jase Richardson,ORL,ORL,14.1,0.58,0.191,0.277,0.085,0.027,0.42,0.56,0.722,0.481,0.438,0.6,0.354,0.574,0.929,0.043,6.0,0.329,0.462,0.0,0.0
P0229,2025-26,Javonte Green,DET,DET,16.6,0.403,0.2,0.171,0.014,0.017,0.597,0.545,0.651,0.479,0.167,0.286,0.381,0.758,0.947,0.089,31.0,0.385,0.516,0.0,0.0
P0230,2025-26,Jaxson Hayes,LAL,LAL,2.8,0.989,0.695,0.282,0.011,0.0,0.011,0.753,0.797,0.662,0.333,,1.0,0.81,1.0,0.5,122.0,0.0,,0.0,0.0
P0231,2025-26,Jay Huff,IND,IND,17.4,0.39,0.25,0.123,0.008,0.008,0.61,0.723,0.791,0.587,0.6,0.8,0.319,0.808,0.992,0.152,83.0,0.126,0.277,0.0,0.0
P0232,2025-26,Jaylen Brown,BOS,BOS,13.6,0.738,0.16,0.262,0.171,0.145,0.262,0.523,0.745,0.484,0.451,0.435,0.347,0.324,0.536,0.027,32.0,0.119,0.396,0.0,0.0
P0233,2025-26,Jaylen Clark,MIN,MIN,13.1,0.557,0.285,0.206,0.066,0.0,0.443,0.52,0.662,0.447,0.133,,0.327,0.5,0.97,0.039,9.0,0.574,0.328,1.0,0.0
P0234,2025-26,Jaylen Wells,MEM,MEM,17.0,0.477,0.152,0.142,0.096,0.087,0.523,0.517,0.604,0.475,0.537,0.41,0.353,0.64,0.961,0.036,20.0,0.332,0.339,0.0,0.0
P0235,2025-26,Jaylin Williams,OKC,OKC,20.2,0.273,0.119,0.088,0.04,0.026,0.727,0.531,0.643,0.419,0.571,0.333,0.383,0.922,0.99,0.034,8.0,0.211,0.444,0.0,0.0
P0236,2025-26,Jaylon Tyson,CLE,CLE,13.5,0.555,0.279,0.216,0.051,0.009,0.445,0.53,0.594,0.49,0.412,0.167,0.446,0.716,0.977,0.054,26.0,0.372,0.432,0.0,0.0
